company_id,company_name,ticker,CIK,sector_id,industry_id,country_id,exchange,market_cap,IPO_year
100,Atlas Energy Solutions Inc.,AESI,1984060,5,82,1,NYSE,2343599433.0,2023
101,"Aeva Technologies, Inc.",AEVA,1789029,3,26,1,NYSE,163045132.0,2020
102,AUDIOEYE INC,AEYE,1362190,4,8,1,NASDAQ,167126880.0,
103,Aura Fat Projects Acquisition Corp,AFAR,1901886,2,6,8,NASDAQ,0.0,2022
104,"Affinity Bancshares, Inc.",AFBI,1823406,2,37,1,NASDAQ,107606852.0,2017
105,"AFC Gamma, Inc.",AFCG,1822523,2,21,1,NASDAQ,244285051.0,2021
106,AMERICAN FINANCIAL GROUP INC,AFG,1042046,2,15,1,NYSE,10653479732.0,
107,"Acutus Medical, Inc.",AFIB,1522860,1,9,1,NASDAQ,4947708.0,2020
108,"Aimei Health Technology Co., Ltd.",AFJK,1979005,,,1,NASDAQ,0.0,2024
109,AFLAC INC,AFL,4977,2,128,1,NYSE,48243666304.0,
110,"Affirm Holdings, Inc.",AFRM,1820953,2,10,1,NASDAQ,10228114420.0,2021
111,Allied Gaming & Entertainment Inc.,AGAE,1708341,3,45,1,NASDAQ,35524814.0,2017
112,AGBA Group Holding Ltd.,AGBA,1769624,2,19,13,NASDAQ,159197504.0,2019
113,AGCO CORP /DE,AGCO,880266,5,4,1,NYSE,8701190287.0,
114,AGENUS INC,AGEN,1098972,1,7,1,NASDAQ,244858787.0,2000
115,Agrify Corp,AGFY,1800637,9,66,1,NASDAQ,3962301.0,2021
116,"AGIOS PHARMACEUTICALS, INC.",AGIO,1439222,1,1,1,NASDAQ,1769575732.0,2013
117,"agilon health, inc.",AGL,1831097,1,101,1,NYSE,2047708320.0,2021
118,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM,845877,2,116,1,NYSE,2072002692.0,
119,AGNC Investment Corp.,AGNC,1423689,6,3,1,NASDAQ,6484491266.0,2008
120,ASSURED GUARANTY LTD,AGO,1273813,2,15,6,NYSE,4351519725.0,2004
121,"Avangrid, Inc.",AGR,1634997,8,31,1,NYSE,14071054545.0,2015
122,AGRIFORCE GROWING SYSTEMS LTD.,AGRI,1826397,5,18,2,NASDAQ,3363517.0,2021
123,"PlayAGS, Inc.",AGS,1593548,3,102,1,NYSE,349472110.0,2018
124,"AGILITI, INC. \DE",AGTI,1749704,5,123,1,NYSE,1363305102.0,2021
125,ARGAN INC,AGX,100591,3,77,1,NYSE,820622700.0,
126,AGILYSYS INC,AGYS,78749,4,8,1,NASDAQ,2270589168.0,
127,AdaptHealth Corp.,AHCO,1725255,1,39,1,NASDAQ,1323754746.0,2018
128,"Armada Hoffler Properties, Inc.",AHH,1569187,2,21,1,NYSE,706004631.0,2013
129,"American Healthcare REIT, Inc.",AHR,1632970,6,3,,NYSE,0.0,2024
130,ASHFORD HOSPITALITY TRUST INC,AHT,1232582,6,3,1,NYSE,47550253.0,2003
131,"C3.ai, Inc.",AI,1577526,4,5,1,NYSE,2786373899.0,2020
132,AIB Acquisition Corp,AIB,1882963,2,6,1,NASDAQ,0.0,2022
133,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,5272,2,58,1,NYSE,50751475684.0,
134,Senmiao Technology Ltd,AIHS,1711012,2,10,3,NASDAQ,7941473.0,2018
135,"iLearningEngines, Inc.",AILE,1835972,4,5,1,NASDAQ,65636240.0,2021
136,Aimfinity Investment Corp. I,AIMA,1903464,2,6,1,NASDAQ,0.0,2022
137,"Ainos, Inc.",AIMD,1014763,1,1,1,NASDAQ,6193085.0,
138,ALBANY INTERNATIONAL CORP /DE/,AIN,819793,3,122,1,NYSE,2735616000.0,
139,"Arteris, Inc.",AIP,1667011,4,12,1,NASDAQ,253592890.0,2021
140,AAR CORP,AIR,1750,5,69,1,NYSE,2418605113.0,
141,Apartment Income REIT Corp.,AIRC,1820877,6,3,1,NYSE,5566276259.0,2020
142,AIRGAIN INC,AIRG,1272842,4,52,1,NASDAQ,54833996.0,2016
143,Montana Technologies Corp.,AIRJ,1855474,2,6,1,NASDAQ,564607592.0,2022
144,"Airsculpt Technologies, Inc.",AIRS,1870940,1,39,1,NASDAQ,322138800.0,2021
145,AIR T INC,AIRT,353184,3,63,1,NASDAQ,68336827.0,
146,"Airship AI Holdings, Inc.",AISP,1842566,4,5,1,NASDAQ,169790717.0,2021
147,APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,109563,3,24,1,NYSE,6994919524.0,
148,AI Transportation Acquisition Corp,AITR,1966734,,,1,NASDAQ,0.0,2024
149,APARTMENT INVESTMENT & MANAGEMENT CO,AIV,922864,6,3,1,NYSE,1165733911.0,1994
150,"ASSURANT, INC.",AIZ,1267238,2,15,1,NYSE,8985893366.0,2004
151,Arthur J. Gallagher & Co.,AJG,354190,2,43,1,NYSE,50755048000.0,
152,Great Ajax Corp.,AJX,1614806,6,3,1,NYSE,95835962.0,2015
153,A.K.A. BRANDS HOLDING CORP.,AKA,1865107,3,41,,NYSE,133889561.0,2021
154,AKAMAI TECHNOLOGIES INC,AKAM,1086222,3,11,1,NASDAQ,15407600904.0,1999
155,"Akebia Therapeutics, Inc.",AKBA,1517022,1,1,1,NASDAQ,280558849.0,2014
156,"Akili, Inc.",AKLI,1850266,1,9,1,NASDAQ,19234907.0,2021
157,ACADIA REALTY TRUST,AKR,899629,6,3,1,NYSE,1776645989.0,
158,"Akero Therapeutics, Inc.",AKRO,1744659,1,1,1,NASDAQ,1111313203.0,2019
159,"Akoustis Technologies, Inc.",AKTS,1584754,8,16,1,NASDAQ,53856935.0,
160,Akari Therapeutics Plc,AKTX,1541157,1,1,4,NASDAQ,9389580.0,
161,"Akoya Biosciences, Inc.",AKYA,1711933,5,40,1,NASDAQ,186734778.0,2021
162,AIR LEASE CORP,AL,1487712,3,36,1,NYSE,5735667838.0,2011
163,ALBEMARLE CORP,ALB,915913,5,14,1,NYSE,13722056679.0,
164,Avalon GloboCare Corp.,ALBT,1630212,1,7,1,NASDAQ,3029317.0,
165,AltC Acquisition Corp.,ALCC,1849056,2,6,,NYSE,0.0,2021
166,"Alternus Clean Energy, Inc.",ALCE,1883984,8,49,1,NASDAQ,27570395.0,2022
167,"ALICO, INC.",ALCO,3545,,,1,NASDAQ,219249524.0,
168,Alchemy Investments Acquisition Corp 1,ALCY,1901336,2,6,1,NASDAQ,0.0,2023
169,"Aldeyra Therapeutics, Inc.",ALDX,1341235,1,1,1,NASDAQ,231460368.0,2014
170,ALLETE INC,ALE,66756,8,49,1,NYSE,3398266662.0,
171,"Alector, Inc.",ALEC,1653087,1,7,1,NASDAQ,502683610.0,2019
172,"Alexander & Baldwin, Inc.",ALEX,1545654,6,3,1,NYSE,1175266860.0,
173,ALAMO GROUP INC,ALG,897077,5,4,1,NYSE,2385273584.0,
174,"ALLEGRO MICROSYSTEMS, INC.",ALGM,866291,4,12,1,NASDAQ,5813087543.0,2020
175,ALIGN TECHNOLOGY INC,ALGN,1097149,1,24,1,NASDAQ,23208678871.0,2001
176,"Aligos Therapeutics, Inc.",ALGS,1799448,1,7,1,NASDAQ,59172783.0,2020
177,Allegiant Travel CO,ALGT,1362468,3,63,1,NASDAQ,1043051921.0,2006
178,"Alignment Healthcare, Inc.",ALHC,1832466,1,23,1,NASDAQ,984573645.0,2021
179,ALIMERA SCIENCES INC,ALIM,1267602,1,1,1,NASDAQ,182717031.0,2010
180,"Alight, Inc. / Delaware",ALIT,1809104,3,11,1,NYSE,5146256619.0,2021
181,"ALASKA AIR GROUP, INC.",ALK,766421,3,63,1,NYSE,5541111666.0,
182,Alkermes plc.,ALKS,1520262,1,1,9,NASDAQ,4123438962.0,1991
183,"ALKAMI TECHNOLOGY, INC.",ALKT,1529274,4,5,1,NASDAQ,2372535118.0,2021
184,ALLSTATE CORP,ALL,899051,2,15,1,NYSE,44739875269.0,
185,Allegion plc,ALLE,1579241,3,36,1,NYSE,10843610954.0,2013
186,Allakos Inc.,ALLK,1564824,1,1,1,NASDAQ,89631475.0,2018
187,"Allogene Therapeutics, Inc.",ALLO,1737287,1,7,1,NASDAQ,488675857.0,2018
188,"Allarity Therapeutics, Inc.",ALLR,1860657,1,1,1,NASDAQ,687914.0,
189,Ally Financial Inc.,ALLY,40729,2,2,1,NYSE,11945605678.0,2014
190,ALLIENT INC,ALNT,46129,5,32,1,NASDAQ,497136137.0,
191,"ALNYLAM PHARMACEUTICALS, INC.",ALNY,1178670,1,1,1,NASDAQ,18049291595.0,2004
192,"AstroNova, Inc.",ALOT,8146,4,62,1,NASDAQ,135504950.0,1983
193,"ALPINE IMMUNE SCIENCES, INC.",ALPN,1626199,1,1,1,NASDAQ,4231658540.0,2015
194,"ALPINE 4 HOLDINGS, INC.",ALPP,1606698,10,16,1,NASDAQ,19994402.0,
195,"Alarm.com Holdings, Inc.",ALRM,1459200,4,5,1,NASDAQ,3294881941.0,2015
196,"Aileron Therapeutics, Inc.",ALRN,1420565,1,1,1,NASDAQ,84862560.0,2017
197,ALERUS FINANCIAL CORP,ALRS,903419,2,2,1,NASDAQ,400677929.0,2019
198,Alpha Star Acquisition Corp,ALSA,1865111,2,6,1,NASDAQ,0.0,2022
199,Allison Transmission Holdings Inc,ALSN,1411207,3,26,1,NYSE,6496585535.0,2012
200,"Altimmune, Inc.",ALT,1326190,1,1,1,NASDAQ,514699776.0,
201,ALTA EQUIPMENT GROUP INC.,ALTG,1759824,5,4,1,NYSE,383494647.0,2019
202,"AlTi Global, Inc.",ALTI,1838615,2,19,1,NASDAQ,566815629.0,2021
203,Arcadium Lithium plc,ALTM,1977303,5,14,1,NYSE,4168663410.0,2024
204,"Alto Ingredients, Inc.",ALTO,778164,5,14,1,NASDAQ,146854209.0,
205,Altair Engineering Inc.,ALTR,1701732,4,5,1,NASDAQ,6894430620.0,2017
206,"ALLURION TECHNOLOGIES, INC.",ALUR,1964979,1,9,1,NYSE,91876230.0,
207,AUTOLIV INC,ALV,1034670,3,26,16,NYSE,10106785332.0,
208,"Allovir, Inc.",ALVR,1754068,1,7,1,NASDAQ,91562219.0,2020
209,ALEXANDERS INC,ALX,3499,6,3,1,NYSE,1056698301.0,
210,ALX ONCOLOGY HOLDINGS INC,ALXO,1810182,1,1,1,NASDAQ,845564103.0,2020
211,"Alzamend Neuro, Inc.",ALZN,1677077,1,1,1,NASDAQ,4940696.0,2021
212,Antero Midstream Corp,AM,1623925,8,42,1,NYSE,6807482220.0,2017
213,Amalgamated Financial Corp.,AMAL,1823608,2,2,1,NASDAQ,750531486.0,2018
214,APPLIED MATERIALS INC /DE,AMAT,6951,4,4,1,NASDAQ,168987904263.0,1972
215,AMBARELLA INC,AMBA,1280263,4,12,1,NASDAQ,1765060810.0,2012
216,AMBAC FINANCIAL GROUP INC,AMBC,874501,2,15,1,NYSE,659400448.0,
217,"AMC ENTERTAINMENT HOLDINGS, INC.",AMC,1411579,3,68,1,NYSE,897778792.0,2013
218,Amcor plc,AMCR,1748790,3,102,,NYSE,12964728612.0,2019
219,AMC Networks Inc.,AMCX,1514991,10,94,1,NASDAQ,471771500.0,
220,ADVANCED MICRO DEVICES INC,AMD,2488,4,12,1,NASDAQ,254324848773.0,
221,AMETEK INC/,AME,1037868,5,4,1,NYSE,41007061714.0,
222,AMEDISYS INC,AMED,896262,1,39,1,NASDAQ,2998561849.0,
223,"AFFILIATED MANAGERS GROUP, INC.",AMG,1004434,2,19,1,NYSE,5253619145.0,
224,AMGEN INC,AMGN,318154,1,7,1,NASDAQ,144687384892.0,1983
225,American Homes 4 Rent,AMH,1562401,6,3,1,NYSE,13330712361.0,2013
226,"AssetMark Financial Holdings, Inc.",AMK,1591587,2,19,1,NYSE,2523600413.0,2019
227,"AMKOR TECHNOLOGY, INC.",AMKR,1047127,4,12,1,NASDAQ,7529213622.0,1998
228,"Amylyx Pharmaceuticals, Inc.",AMLX,1658551,1,1,1,NASDAQ,119296565.0,2022
229,AMN HEALTHCARE SERVICES INC,AMN,1142750,3,28,1,NYSE,2164193348.0,
230,AMERIPRISE FINANCIAL INC,AMP,820027,2,19,1,NYSE,41120154646.0,
231,"AmpliTech Group, Inc.",AMPG,1518461,10,16,1,NASDAQ,22252189.0,
232,"Amphastar Pharmaceuticals, Inc.",AMPH,1297184,1,1,1,NASDAQ,1977220887.0,2014
233,"Amplitude, Inc.",AMPL,1866692,4,5,1,NASDAQ,1194525450.0,
234,"Altus Power, Inc.",AMPS,1828723,8,31,1,NYSE,575873796.0,2021
235,"Amprius Technologies, Inc.",AMPX,1899287,11,4,1,NYSE,159380202.0,2022
236,Amplify Energy Corp.,AMPY,1533924,7,13,1,NYSE,294448125.0,2016
237,"Alpha Metallurgical Resources, Inc.",AMR,1704715,7,85,1,NYSE,4468828496.0,2018
238,"Ameresco, Inc.",AMRC,1488139,3,77,1,NYSE,1123037659.0,2010
239,"A-Mark Precious Metals, Inc.",AMRK,1591588,2,30,1,NASDAQ,916924145.0,
240,AMARIN CORP PLCUK,AMRN,897448,1,1,9,NASDAQ,359296758.0,
241,"Amneal Pharmaceuticals, Inc.",AMRX,1723128,1,1,1,NASDAQ,1802130550.0,
242,AMERICAN SUPERCONDUCTOR CORP /DE/,AMSC,880807,5,65,1,NASDAQ,377134978.0,1991
243,AMERISAFE INC,AMSF,1018979,2,15,1,NASDAQ,871790964.0,2005
244,Amesite Inc.,AMST,1807166,4,5,1,NASDAQ,8390052.0,2020
245,AMERICAN SOFTWARE INC,AMSWA,713425,4,5,1,NASDAQ,339509718.0,
246,AMERICAN TOWER CORP /MA/,AMT,1053507,6,3,1,NYSE,80068010592.0,
247,Amerant Bancorp Inc.,AMTB,1734342,2,2,1,NYSE,725016505.0,
248,"AEMETIS, INC",AMTX,738214,5,14,1,NASDAQ,167878270.0,
249,AMERICAN WOODMARK CORP,AMWD,794619,12,106,1,NASDAQ,1472345926.0,1986
250,American Well Corp,AMWL,1393584,3,11,1,NYSE,152725369.0,2020
251,AMAZON COM INC,AMZN,1018724,3,41,1,NASDAQ,1865781427489.0,1997
252,"AUTONATION, INC.",AN,350698,3,83,1,NYSE,7077309014.0,
253,"ANAPTYSBIO, INC",ANAB,1370053,1,1,1,NASDAQ,562024701.0,2017
254,"Andersons, Inc.",ANDE,821026,5,66,1,NASDAQ,1925394827.0,
255,"Anebulo Pharmaceuticals, Inc.",ANEB,1815974,1,1,1,NASDAQ,70113045.0,2021
256,"Arista Networks, Inc.",ANET,1596532,4,62,1,NYSE,82754117096.0,2014
257,ABERCROMBIE & FITCH CO /DE/,ANF,1018840,3,38,1,NYSE,6229428532.0,
258,Angi Inc.,ANGI,1705110,3,50,1,NASDAQ,1089414511.0,
259,ANGIODYNAMICS INC,ANGO,1275187,1,9,1,NASDAQ,232716837.0,2004
260,"Anika Therapeutics, Inc.",ANIK,898437,1,9,1,NASDAQ,379713017.0,
261,ANI PHARMACEUTICALS INC,ANIP,1023024,1,1,1,NASDAQ,1377722525.0,
262,Anixa Biosciences Inc,ANIX,715446,1,1,1,NASDAQ,103036354.0,
263,"Annexon, Inc.",ANNX,1528115,1,1,1,NASDAQ,423120193.0,2020
264,Agriculture & Natural Solutions Acquisition Corp,ANSC,1854149,,,1,NASDAQ,0.0,2024
265,ANSYS INC,ANSS,1013462,4,5,1,NASDAQ,29042193086.0,1996
266,"AN2 Therapeutics, Inc.",ANTX,1880438,1,1,1,NASDAQ,69067270.0,2022
267,"Annovis Bio, Inc.",ANVS,1477845,1,1,1,NYSE,198313495.0,2020
268,Sphere 3D Corp.,ANY,1591956,2,10,2,NASDAQ,19220032.0,
269,Arogo Capital Acquisition Corp.,AOGO,1881741,4,5,1,NASDAQ,0.0,2022
270,"Angel Oak Mortgage REIT, Inc.",AOMR,1766478,2,21,1,NYSE,271871834.0,2021
271,Aon plc,AON,315293,2,43,1,NYSE,56520803407.0,
272,"American Oncology Network, Inc.",AONC,1839998,1,39,1,NASDAQ,143044446.0,2021
273,"ARTIVION, INC.",AORT,784199,,,1,NYSE,848001089.0,
274,SMITH A O CORP,AOS,91142,3,60,1,NYSE,12248103855.0,
275,ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,1387467,4,12,6,NASDAQ,627497984.0,2010
276,"American Outdoor Brands, Inc.",AOUT,1808997,3,59,1,NASDAQ,100655184.0,
277,AMPCO PITTSBURGH CORP,AP,6176,5,107,1,NYSE,41916730.0,
278,APA Corp,APA,1841666,7,13,1,NASDAQ,9806093462.0,
279,Artisan Partners Asset Management Inc.,APAM,1517302,2,19,1,NYSE,3352368479.0,2013
280,AP Acquisition Corp,APCA,1862993,2,6,,NYSE,0.0,2022
281,AppTech Payments Corp.,APCX,1070050,4,5,1,NASDAQ,21337124.0,
282,"Air Products & Chemicals, Inc.",APD,2969,5,14,1,NYSE,52480832120.0,
283,APPLIED DNA SCIENCES INC,APDN,744452,3,22,1,NASDAQ,74196932.0,
284,AMERICAN PUBLIC EDUCATION INC,APEI,1201792,3,22,1,NASDAQ,250151380.0,2007
285,APi Group Corp,APG,1796209,3,77,1,NYSE,9299839534.0,2020
286,"Apogee Therapeutics, Inc.",APGE,1974640,1,7,1,NASDAQ,2387401774.0,2023
287,AMPHENOL CORP /DE/,APH,820313,4,32,1,NYSE,72276511238.0,
288,Applied Digital Corp.,APLD,1144879,2,10,1,NASDAQ,360854248.0,2022
289,"Apple Hospitality REIT, Inc.",APLE,1418121,6,3,1,NYSE,3622883520.0,2015
290,"Apellis Pharmaceuticals, Inc.",APLS,1492422,1,1,1,NASDAQ,6012206005.0,2017
291,"Applied Therapeutics, Inc.",APLT,1697532,1,1,1,NASDAQ,453195637.0,2019
292,"Apollo Global Management, Inc.",APO,1858681,2,19,1,NYSE,63607323150.0,
293,"APOGEE ENTERPRISES, INC.",APOG,6845,3,26,1,NASDAQ,1370380331.0,
294,AppLovin Corp,APP,1751008,4,25,1,NASDAQ,25246217211.0,2021
295,APPFOLIO INC,APPF,1433195,4,5,1,NASDAQ,8706853103.0,2015
296,APPIAN CORP,APPN,1441683,4,5,1,NASDAQ,2756944565.0,2017
297,"Digital Turbine, Inc.",APPS,317788,11,96,1,NASDAQ,185678842.0,
298,"Aprea Therapeutics, Inc.",APRE,1781983,1,1,1,NASDAQ,28237118.0,2019
299,Aptose Biosciences Inc.,APTO,882361,1,7,2,NASDAQ,9202167.0,
300,Aptiv PLC,APTV,1521332,3,26,4,NYSE,19870156480.0,2011
301,Aptevo Therapeutics Inc.,APVO,1671584,1,1,1,NASDAQ,376679.0,
302,APx Acquisition Corp. I,APXI,1868573,2,6,17,NASDAQ,0.0,2022
